,movieId,tag,dark,funny,ferell
3040,5690,tear,3,5,5
3040,5690,jerker,4,6,4
3041,5690,tragedy,6,6,6
3042,5690,tragic,5,6,6
3043,6214,dark,0,5,5
3044,6214,disturbing,8,8,9
3045,6291,Depressing,9,9,7
3046,6291,melancholy,9,8,8
3047,6291,sad,3,5,6
3048,6377,heartwarming,10,11,10
3049,6669,meditative,8,10,9
3050,6669,philosophical,13,13,12
3051,6669,poignant,7,6,8
3052,6669,purposefulness,13,11,11
3053,6818,atmospheric,10,11,10
3054,6818,bleak,4,5,5
3055,6818,disturbing,8,8,9
3056,6818,gritty,6,5,6
3057,6818,harsh,3,5,5
3058,7024,bleak,4,5,5
3059,7024,confrontational,14,12,13
3060,7024,disturbing,8,8,9
3061,7024,harsh,3,5,5
3062,7024,haunting,7,5,8
3063,7024,inhumane,7,6,8
3064,7024,thought-provoking,15,15,16
3065,7361,arthouse,7,8,8
3066,7361,artistic,7,8,8
3067,7361,atmospheric,10,11,10
3068,7361,beautiful,8,8,7
3069,7361,bittersweet,10,11,8
3070,7361,colourful,8,8,7
3071,7361,comedy,6,5,5
3072,7361,dreamlike,6,9,7
3073,7361,emotional,9,8,8
3074,7361,feel-good,9,8,6
3075,7361,happpiness,9,9,9
3076,7361,humane,5,4,6
3077,7361,insightful,10,10,9
3078,7361,intelligent,11,10,8
3079,7361,lovely,6,5,4
3080,7361,melancholy,9,8,8
3081,7361,mind-bending,11,10,11
3082,7361,philosophy,10,9,10
3083,7361,quirky,4,4,6
3084,7361,quirky,4,4,6
3084,7361,romantic,7,7,8
3085,7361,romantic,7,7,8
3087,7361,surrealism,9,9,7
3089,8335,heartbreaking,10,12,10
3090,8477,post-apocalyptic,15,15,15
3091,25771,mindfuck,6,7,8
3092,25771,surreal,6,6,4
3093,25771,surrealism,9,9,7
3094,26717,boring,5,5,5
3095,26717,psychedelic,10,11,8
3096,26717,symbolic,8,8,7
3097,27773,bizarre,5,7,7
3098,27773,claustrophobic,12,13,13
3099,27773,depressing,8,9,7
3100,27773,disturbing,8,8,9
3101,27773,hallucinatory,11,10,13
3102,27773,paranoid,6,7,7
3103,27773,surreal,6,6,4
3104,27773,twisted,7,7,7
3105,30810,heartwarming,10,11,10
3106,30810,off-beat,8,7,6
3106,30810,comedy,6,5,5
3107,30810,quirky,4,4,6
3108,30810,trippy,6,5,6
3109,30810,visually,7,6,6
3109,30810,appealing,8,8,7
3110,30810,whimsical,9,9,8
3111,40491,depression,8,10,7
3112,45880,cinematography,12,12,12
3113,45880,lyrical,6,7,5
3114,48394,atmospheric,10,11,10
3115,48394,bittersweet,10,11,8
3116,48394,visually,7,6,6
3116,48394,appealing,8,8,7
3117,48780,atmospheric,10,11,10
3118,48780,enigmatic,8,9,9
3119,50872,clever,6,6,5
3121,56782,atmospheric,10,11,10
3122,56782,cerebral,7,8,4
3123,56782,character,7,9,8
3123,56782,study,5,4,6
3124,56782,gritty,6,5,6
3125,56782,intense,7,6,6
3126,56782,long,4,4,6
3126,56782,shots,5,5,6
3127,56782,morality,7,7,6
3128,56782,visually,7,6,6
3128,56782,appealing,8,8,7
3129,57502,abstract,7,8,7
3130,57502,dark,0,5,5
3131,57502,psychedelic,10,11,8
3132,57502,surreal,6,6,4
3133,58301,dark,0,5,5
3135,58301,intelligent,11,10,8
3136,58301,thought-provoking,15,15,16
3137,58559,dark,0,5,5
3138,58559,gritty,6,5,6
3139,63062,emotional,9,8,8
3140,68954,bittersweet,10,11,8
3141,68954,emotional,9,8,8
3142,68954,heartbreaking,10,12,10
3143,68954,touching,8,6,8
3144,71899,bittersweet,10,11,8
3145,71899,black,3,5,6
3145,71899,comedy,6,5,5
3146,71899,character,7,9,8
3146,71899,study,5,4,6
3147,71899,dark,0,5,5
3147,71899,comedy,6,5,5
3148,71899,friendship,9,8,8
3149,71899,loneliness,10,8,8
3150,71899,mental,6,5,4
3150,71899,illness,7,6,6
3151,71899,philosophical,13,13,12
3152,71899,poignant,7,6,8
3153,71899,quirky,4,4,6
3154,71899,sad,3,5,6
3155,71899,sweet,5,5,5
3156,71899,touching,8,6,8
3157,74791,surreal,6,6,4
3158,74791,whimsical,9,9,8
3159,79132,cerebral,7,8,4
3163,80463,good,4,5,6
3163,80463,dialogue,6,8,8
3164,80463,loneliness,10,8,8
3165,80463,witty,5,4,6
3166,89745,fun,4,2,5
3167,89745,great,5,5,4
3167,89745,humor,5,4,6
3168,89745,visually,7,6,6
3168,89745,appealing,8,8,7
3169,94959,quirky,4,4,6
3170,95558,Beautiful,8,8,7
3171,95558,emotional,9,8,8
3172,95558,poetic,6,6,6
3173,96079,beautiful,8,8,7
3173,96079,cinematography,12,12,12
3174,96079,beautifully,10,8,8
3174,96079,filmed,6,5,5
3175,96079,cinematography,12,12,12
3176,99764,moving,6,5,6
3177,99764,philosopical,12,12,11
3178,99764,surreal,6,6,4
3179,99764,weird,4,5,5
3180,99917,artistic,7,8,8
3181,99917,artsy,4,4,5
3182,99917,atmospheric,10,11,10
3183,99917,Beautiful,8,8,7
3184,99917,dreamlike,6,9,7
3185,99917,existentialism,13,13,12
3186,104875,quirky,4,4,6
3187,104944,emotional,9,8,8
3188,104944,feel-good,9,8,6
3189,104944,heartwarming,10,11,10
3190,104944,mental,6,5,4
3190,104944,illness,7,6,6
3191,104944,touching,8,6,8
3193,105504,tense,5,4,5
3194,106766,atmospheric,10,11,10
3195,106766,cinematography,12,12,12
3196,106766,depressing,8,9,7
3197,106766,funny,5,0,5
3198,107406,fatalistic,9,9,8
3199,108932,cheeky,5,5,5
3200,108932,clever,6,6,5
3201,108932,colorful,7,8,6
3202,108932,feel-good,9,8,6
3203,108932,fun,4,2,5
3204,108932,imaginative,10,10,11
3205,108932,quirky,4,4,6
3206,109487,bad,3,5,6
3206,109487,dialogue,6,8,8
3207,109487,philosophical,13,13,12
3207,109487,issues,6,6,6
3208,109487,thought-provoking,15,15,16
3209,109487,visually,7,6,6
3209,109487,appealing,8,8,7
3210,112421,adorable,6,8,6
3211,112421,black,3,5,6
3211,112421,comedy,6,5,5
3212,112421,Eccentric,8,8,8
3213,112421,introspection,12,13,11
3214,112421,mental,6,5,4
3214,112421,illness,7,6,6
3215,112421,quirky,4,4,6
3216,112552,inspirational,12,12,11
3217,112552,inspiring,8,8,8
3218,112552,intense,7,6,6
3219,112852,funny,5,0,5
3220,112852,Great,5,5,4
3220,112852,Visuals,6,6,6
3221,112852,humorous,7,7,7
3222,112852,unlikely,7,6,6
3222,112852,hero,3,5,4
3223,113705,bittersweet,10,11,8
3224,114627,atmospheric,10,11,10
3225,114627,bizzare,5,7,7
3226,114627,eerie,4,5,4
3227,114627,symbolism,9,9,8
3228,116797,inspirational,12,12,11
3229,116797,intelligent,11,10,8
3230,117877,philosophical,13,13,12
3231,117877,trippy,6,5,6
3232,117887,heartwarming,10,11,10
3233,119145,slick,4,5,6
3234,122882,beautiful,8,8,7
3235,122882,cinematography,12,12,12
3236,122882,visually,7,6,6
3236,122882,appealing,8,8,7
3237,122912,Dark,1,5,5
3238,122912,emotional,9,8,8
3239,122912,Sad,3,5,6
3240,122912,Visually,7,6,6
3240,122912,appealing,8,8,7
3242,122916,awesome,7,7,6
3243,122916,humor,5,4,6
3244,122916,quirky,4,4,6
3245,122916,unconventional,14,12,12
3246,122916,white,5,5,6
3246,122916,guilt,5,4,5
3247,122918,fun,4,2,5
3248,122922,visually,7,6,6
3248,122922,appealing,8,8,7
3249,127298,depressing,8,9,7
3250,127298,understated,9,10,9
3251,134130,smart,3,5,6
3252,134170,funny,5,0,5
3253,134170,ridiculous,9,9,9
3254,134170,silly,5,4,5
3255,138036,slick,4,5,6
3256,138036,stylish,7,7,7
3257,139385,cinematography,12,12,12
3259,139385,Visually,7,6,6
3259,139385,Striking,6,7,7
3260,139644,atmospheric,10,11,10
3261,139644,tension,7,6,6
3262,140174,moving,6,5,6
3263,140174,touching,8,6,8
3264,141890,Moving,6,5,6
3265,143367,contemplative,12,12,11
3266,143367,philosophical,13,13,12
3267,143367,thought-provoking,15,15,16
3268,143367,tragic,5,6,6
3269,148626,funny,5,0,5
3270,148626,interesting,10,10,8
3271,148626,Witty,5,4,6
3272,148881,Existential,11,10,9
3273,148881,surreal,6,6,4
3274,152077,creepy,6,5,5
3275,152077,suspense,8,6,7
3276,153070,nightmare,7,9,9
3277,155288,suspense,8,6,7
3278,155288,thought-provoking,15,15,16
3279,156605,quirky,4,4,6
3280,156605,sweet,5,5,5
3281,156605,understated,9,10,9
3282,161634,intense,7,6,6
3283,164179,beautiful,8,8,7
3283,164179,visuals,6,6,6
3284,164179,Cerebral,7,8,4
3285,164179,cinematography,12,12,12
3286,164179,good,4,5,6
3286,164179,cinematography,12,12,12
3287,164179,smart,3,5,6
3288,164179,thought-provoking,15,15,16
3289,164179,visually,7,6,6
3289,164179,appealing,8,8,7
3290,164909,Bittersweet,10,11,8
3291,164909,visually,7,6,6
3291,164909,appealing,8,8,7
3292,167746,funny,5,0,5
3293,167746,heartwarming,10,11,10
3294,168252,dark,0,5,5
3295,168252,emotional,9,8,8
3296,168252,gritty,6,5,6
3297,168252,heartbreaking,10,12,10
3298,168252,predictible,10,11,9
3298,168252,plot,4,5,6
3299,170945,paranoia,6,7,7
3300,170945,Suspenseful,11,9,8
3301,174055,brilliant,8,8,7
3302,174055,inspiring,8,8,8
3303,174055,tense,5,4,5
3304,176371,atmospheric,10,11,10
3305,176371,beautiful,8,8,7
3306,176371,cinematography,12,12,12
3307,176371,dark,0,5,5
3308,176371,dreamlike,6,9,7
3309,176371,existentialism,13,13,12
3310,176371,moody,5,4,6
3311,176371,philosophical,13,13,12
3312,176419,allegorical,10,11,8
3313,176419,uncomfortable,12,12,10
3314,176419,unsettling,10,8,8
3315,180031,atmospheric,10,11,10
3316,180031,dreamlike,6,9,7
3317,180985,bad,3,5,6
3317,180985,music,5,4,6
3318,248,bad,3,5,6
3319,248,Sinbad,6,5,6
3320,413,Comedy,6,5,5
3321,540,bad,3,5,6
3322,707,bad,3,5,6
3323,836,seen,4,4,4
3323,836,at,3,5,6
3323,836,the,4,5,5
3323,836,cinema,6,5,5
3324,1441,Not,4,5,6
3324,1441,Seen,4,4,4
3325,1779,good,4,5,6
3326,1801,seen,4,4,4
3326,1801,more,3,5,4
3326,1801,than,4,4,6
3326,1801,once,4,4,5
3327,2116,classic,6,7,7
3328,2431,bad,3,5,6
3329,2662,classic,6,7,7
3330,2951,bad,3,5,6
3331,4015,bad,3,5,6
3332,4343,really,5,5,4
3332,4343,bad,3,5,6
3333,4343,Seann,4,4,5
3333,4343,William,7,7,7
3333,4343,Scott,5,5,6
3334,4446,sci-fi,6,6,6
3335,4448,boring,5,5,5
3336,5064,remake,5,6,5
3337,5254,Great,5,5,4
3337,5254,movie,5,5,6
3338,5254,Wesley,6,5,5
3338,5254,Snipes,6,6,6
3339,6016,not,4,4,6
3339,6016,seen,4,4,4
3340,6157,bad,3,5,6
3341,6157,Ben,4,4,5
3341,6157,Affleck,6,6,5
3342,6373,classic,6,7,7
3343,35836,BEST,4,5,6
3343,35836,PICTURE,7,7,7
3344,35836,classic,6,7,7
3345,35836,hilarious,7,9,8
3346,35836,steve,5,5,5
3346,35836,carell,4,6,2
3347,52712,HORRIBLE,8,8,8
3347,52712,ACTING,6,6,6
3348,52712,interesting,10,10,8
3349,293,Action,6,6,6
3351,293,assassination,12,12,13
3352,293,assassins,8,8,9
3353,293,awkward,5,7,7
3353,293,romance,6,6,7
3354,293,corruption,9,9,9
3355,293,crime,5,5,5
3356,293,disturbing,8,8,9
3357,293,drama,3,5,5
3358,293,French,6,5,5
3359,293,friendship,9,8,8
3360,293,Gary,2,4,5
3360,293,Oldman,5,6,6
3361,293,great,5,5,4
3361,293,acting,6,5,6
3362,293,Guns,4,3,6
3364,293,hitman,6,6,6
3365,293,humorous,7,7,7
3366,293,imdb,4,5,6
3366,293,top,4,5,6
3366,293,250,4,5,6
3368,293,Lolita,6,6,6
3368,293,theme,5,5,5
3369,293,loneliness,10,8,8
3370,293,love,4,5,5
3370,293,story,4,4,6
3371,293,Luc,4,4,6
3371,293,Besson,6,6,5
3372,293,Natalie,6,7,6
3372,293,Portman,6,7,6
3373,293,organized,8,8,9
3373,293,crime,5,5,5
3374,293,police,6,6,6
3375,293,police,6,6,6
3375,293,corruption,9,9,9
3376,293,quirky,4,4,6
3377,293,sniper,6,6,6
3378,293,tense,5,4,5
3379,293,touching,8,6,8
3380,293,unique,6,5,6
3381,296,1990s,5,5,6
3382,296,achronological,13,13,11
3383,296,action,6,6,6
3384,296,action,6,6,6
3384,296,packed,4,6,6
3385,296,aggressive,9,10,8
3386,296,amazing,6,6,7
3387,296,amazing,6,6,7
3387,296,dialogues,7,9,9
3388,296,anthology,9,8,8
3389,296,assassin,7,8,8
3390,296,atmospheric,10,11,10
3391,296,AWESOME,7,7,7
3392,296,bad,3,5,6
3392,296,ass,3,5,6
3393,296,bad,3,5,6
3393,296,language,7,7,8
3394,296,bad-ass,5,7,7
3395,296,bible,5,5,5
3396,296,biblical,8,8,7
3396,296,references,9,8,6
3397,296,big,4,5,6
3397,296,boys,4,5,6
3397,296,with,4,5,6
3397,296,guns,4,3,6
3398,296,big,4,5,6
3398,296,name,3,5,5
3398,296,actors,5,6,6
3399,296,Black,3,5,6
3399,296,comedy,6,5,5
3400,296,black,3,5,6
3400,296,humor,5,4,6
3401,296,black,3,5,6
3401,296,humour,6,5,6
3402,296,blood,5,5,6
3403,296,blood,5,5,6
3403,296,splatters,7,9,8
3404,296,bloody,6,5,6
3405,296,bruce,5,5,5
3405,296,willis,6,6,6
3406,296,brutality,8,7,8
3407,296,casual,5,6,5
3407,296,violence,8,7,7
3408,296,character,7,9,8
3408,296,development,10,10,8
3409,296,characters,8,10,8
3410,296,classic,6,7,7
3411,296,classic,6,7,7
3411,296,movie,5,5,6
3412,296,coke,4,5,5
3413,296,comedy,6,5,5
3414,296,conversation,11,11,10
3415,296,cool,4,5,5
3416,296,cool,4,5,5
3416,296,style,5,5,5
3417,296,crime,5,5,5
3418,296,crime,5,5,5
3418,296,scene,5,4,5
3418,296,scrubbing,8,7,8
3419,296,cult,4,4,5
3420,296,cult,4,4,5
3420,296,classic,6,7,7
3422,296,dance,3,4,6
3423,296,dancing,5,5,7
3424,296,dark,0,5,5
3425,296,dark,0,5,5
3425,296,comedy,6,5,5
3426,296,dark,0,5,5
3426,296,humor,5,4,6
3427,296,dialogue,6,8,8
3428,296,different,7,7,5
3429,296,diner,4,4,5
3430,296,disjointed,9,9,10
3430,296,timeline,8,7,6
3431,296,disturbing,8,8,9
3432,296,drama,3,5,5
3433,296,drug,3,5,5
3433,296,overdose,7,8,6
3435,296,drugs,4,5,5
3435,296,&,4,5,6
3435,296,music,5,4,6
3436,296,ensemble,8,8,6
3436,296,cast,3,5,6
3437,296,entertaining,11,10,10
3438,296,entirely,7,7,5
3438,296,dialogue,6,8,8
3439,296,episodic,8,8,8
3440,296,exciting,8,7,8
3441,296,fast,3,4,5
3441,296,paced,4,5,5
3442,296,fast-paced,9,9,9
3443,296,film,4,4,4
3443,296,noir,4,5,6
3444,296,film-noir,9,7,8
3445,296,foul,4,4,4
3445,296,language,7,7,8
3446,296,fun,4,2,5
3447,296,funny,5,0,5
3448,296,gangster,7,7,8
3449,296,gangsters,7,8,8
3450,296,genius,6,5,5
3451,296,golden,6,6,6
3451,296,watch,4,5,6
3453,296,good,4,5,6
3453,296,music,5,4,6
3454,296,gore,3,5,4
3455,296,great,5,5,4
3455,296,acting,6,5,6
3456,296,great,5,5,4
3456,296,dialogue,6,8,8
3458,296,gritty,6,5,6
3459,296,guns,4,3,6
3460,296,Harvey,4,5,5
3460,296,Keitel,6,6,4
3461,296,heroin,5,6,4
3462,296,Highly,6,5,5
3462,296,quotable,7,7,7
3464,296,hitman,6,6,6
3465,296,homosexuality,12,11,11
3466,296,humour,6,5,6
3467,296,iconic,6,5,6
3468,296,imdb,4,5,6
3468,296,top,4,5,6
3468,296,250,4,5,6
3469,296,innovative,9,9,10
3470,296,intellectual,12,12,9
3471,296,intelligent,11,10,8
3472,296,intense,7,6,6
3473,296,interesting,10,10,8
3474,296,intertwining,11,10,10
3474,296,storylines,9,9,8
3475,296,interwoven,9,10,8
3475,296,storylines,9,9,8
3476,296,ironic,6,5,6
3477,296,irony,5,3,5
3478,296,John,4,4,6
3478,296,Travolta,7,8,7
3479,296,killer-as-protagonist,19,20,19
3480,296,los,4,5,6
3480,296,angeles,7,7,5
3481,296,Mafia,4,5,6
3482,296,masterpiece,9,11,8
3483,296,meaningless,10,9,9
3483,296,violence,8,7,7
3484,296,milkshake,8,9,9
3485,296,mobster,7,7,7
3486,296,mobsters,7,8,7
3487,296,monologue,9,8,8
3488,296,motherfucker,10,10,10
3489,296,multiple,8,7,7
3489,296,stories,6,7,6
3490,296,multiple,8,7,7
3490,296,storylines,9,9,8
3491,296,neo-noir,8,7,7
3492,296,noir,4,5,6
3494,296,non-linear,9,8,9
3494,296,timeline,8,7,6
3495,296,nonlinear,8,7,8
3496,296,nonlinear,8,7,8
3496,296,narrative,7,9,8
3497,296,nonlinear,8,7,8
3497,296,storyline,8,8,7
3498,296,nonlinear,8,7,8
3498,296,timeline,8,7,6
3499,296,notable,6,7,6
3499,296,soundtrack,7,8,9
3500,296,offensive,9,7,7
3501,296,organised,8,8,9
3501,296,crime,5,5,5
3502,296,organized,8,8,9
3502,296,crime,5,5,5
3503,296,original,8,7,7
3504,296,original,8,7,7
3504,296,plot,4,5,6
3505,296,out,4,4,6
3505,296,of,4,5,6
3505,296,order,4,5,5
3506,296,Palme,4,5,6
3506,296,d'Or,3,5,6
3507,296,parody,4,5,5
3508,296,philosophical,13,13,12
3509,296,pop,4,5,6
3509,296,culture,6,6,7
3509,296,references,9,8,6
3510,296,psychological,13,13,11
3511,296,pulp,4,4,5
3513,296,quirky,4,4,6
3514,296,Quotable,7,7,7
3515,296,r:disturbing,10,10,11
3515,296,violent,7,6,6
3515,296,content,7,5,6
3515,296,including,8,7,9
3515,296,rape,3,5,5
3516,296,r:disturbing,10,10,11
3516,296,violent,7,6,6
3516,296,images,5,6,6
3517,296,r:graphic,8,9,8
3517,296,sexuality,8,7,7
3518,296,r:some,6,6,6
3518,296,violence,8,7,7
3519,296,r:strong,7,7,7
3519,296,bloody,6,5,6
3519,296,violence,8,7,7
3520,296,r:strong,7,7,7
3520,296,language,7,7,8
3521,296,r:sustained,10,9,11
3521,296,strong,5,5,5
3521,296,stylized,8,8,8
3521,296,violence,8,7,7
3522,296,r:violence,10,9,9
3523,296,random,5,5,6
3524,296,rape,3,5,5
3525,296,retro,4,5,5
3526,296,Roger,5,5,5
3526,296,Avary,3,4,6
3527,296,royal,5,5,5
3527,296,with,4,5,6
3527,296,cheese,6,6,5
3528,296,Samuel,5,6,5
3528,296,L.,4,5,6
3528,296,Jackson,5,7,7
3529,296,sarcasm,5,7,6
3530,296,satire,4,6,6
3531,296,sexy,4,4,5
3532,296,smart,3,5,6
3532,296,writing,7,6,7
3533,296,sophisticated,12,13,13
3534,296,soundtrack,7,8,9
3535,296,splatter,7,8,8
3536,296,Steve,5,5,5
3536,296,Buscemi,7,6,6
3537,296,storytelling,11,11,8
3538,296,stylish,7,7,7
3539,296,stylized,8,8,8
3540,296,suspense,8,6,7
3542,296,thought-provoking,15,15,16
3543,296,thriller,7,8,5
3544,296,travolta,7,8,7
3545,296,twist,5,5,6
3545,296,ending,5,5,6
3546,296,Uma,4,5,6
3546,296,Thurman,6,6,6
3547,296,unique,6,5,6
3548,296,unpredictable,11,12,10
3549,296,unusual,7,6,6
3550,296,very,3,4,4
3550,296,funny,5,0,5
3551,296,violence,8,7,7
3552,296,violent,7,6,6
3553,296,witty,5,4,6
3554,924,aliens,6,5,5
3555,924,apes,4,5,5
3556,924,Arthur,6,6,6
3556,924,C.,4,5,6
3556,924,Clarke,3,6,6
3557,924,artificial,9,9,8
3557,924,intelligence,12,11,9
3558,924,atmospheric,10,11,10
3559,924,cinematography,12,12,12
3560,924,classic,6,7,7
3561,924,computer,8,7,8
3562,924,confusing,9,6,8
3562,924,ending,5,5,6
3563,924,cult,4,4,5
3563,924,film,4,4,4
3564,924,Dull,4,4,4
3565,924,future,5,4,5
3566,924,futuristic,9,8,8
3567,924,imdb,4,5,6
3567,924,top,4,5,6
3567,924,250,4,5,6
3568,924,masterpiece,9,11,8
3569,924,meditative,8,10,9
3570,924,music,5,4,6
3571,924,mystery,6,6,6
3572,924,Oscar,4,5,6
3572,924,(Best,5,5,5
3572,924,Effects,7,6,6
3572,924,-,4,5,6
3572,924,Visual,6,6,5
3572,924,Effects),8,7,6
3573,924,overrated,8,9,7
3574,924,philosophical,13,13,12
3575,924,relaxing,7,7,7
3576,924,revolutionary,11,10,11
3577,924,robots,6,6,6
3578,924,sci-fi,6,6,6
3579,924,setting:space/space,18,18,17
3579,924,ship,4,5,6
3580,924,slow,4,5,6
3581,924,slow,4,5,6
3581,924,paced,4,5,5
3582,924,soundtrack,7,8,9
3584,924,space,4,5,6
3584,924,travel,5,6,5
3585,924,spacecraft,8,10,8
3586,924,Stanley,6,5,6
3586,924,Kubrick,5,6,6
3587,924,superb,5,5,5
3587,924,soundtrack,7,8,9
3588,924,surreal,6,6,4
3589,924,technology,10,8,8
3590,924,tedious,6,7,6
3591,924,visual,6,6,5
3592,924,visually,7,6,6
3592,924,appealing,8,8,7
3593,1732,black,3,5,6
3593,1732,comedy,6,5,5
3594,1732,bowling,7,6,7
3595,1732,classic,6,7,7
3596,1732,coen,4,4,5
3596,1732,brothers,7,8,7
3597,1732,comedy,6,5,5
3598,1732,crime,5,5,5
3599,1732,Cult,4,4,5
3599,1732,classic,6,7,7
3600,1732,cult,4,4,5
3600,1732,film,4,4,4
3601,1732,dark,0,5,5
3601,1732,comedy,6,5,5
3602,1732,deadpan,5,7,6
3603,1732,drugs,4,5,5
3604,1732,funny,5,0,5
3605,1732,great,5,5,4
3605,1732,dialogue,6,8,8
3606,1732,great,5,5,4
3606,1732,soundtrack,7,8,9
3607,1732,Highly,6,5,5
3607,1732,quotable,7,7,7
3608,1732,imdb,4,5,6
3608,1732,top,4,5,6
3608,1732,250,4,5,6
3609,1732,Jeff,4,5,5
3609,1732,Bridges,6,7,7
3610,1732,John,4,4,6
3610,1732,Goodman,6,7,7
3611,1732,Julianne,7,5,8
3611,1732,Moore,4,5,5
3612,1732,kidnapping,8,8,10
3613,1732,marijuana,7,7,8
3614,1732,Nudity,5,4,6
3614,1732,(Full,5,5,4
3614,1732,Frontal),7,7,7
3615,1732,off-beat,8,7,6
3615,1732,comedy,6,5,5
3616,1732,Philip,6,6,6
3616,1732,Seymour,7,7,6
3616,1732,Hoffman,7,6,7
3617,1732,quirky,4,4,6
3618,1732,ransom,5,5,6
3619,1732,rug,4,4,5
3620,1732,sarcasm,5,7,6
3621,1732,satirical,7,9,7
3622,1732,Steve,5,5,5
3622,1732,Buscemi,7,6,6
3623,1732,violence,8,7,7
3624,2959,action,6,6,6
3625,2959,atmospheric,10,11,10
3626,2959,based,4,5,5
3626,2959,on,4,4,6
3626,2959,a,3,5,6
3626,2959,book,3,5,6
3627,2959,Brad,4,5,5
3627,2959,Pitt,4,5,6
3628,2959,challenging,10,9,10
3629,2959,Chuck,4,5,6
3629,2959,Palahniuk,7,8,9
3630,2959,classic,6,7,7
3631,2959,clever,6,6,5
3632,2959,complicated,10,11,10
3633,2959,consumerism,10,10,9
3634,2959,crime,5,5,5
3635,2959,dark,0,5,5
3637,2959,David,4,5,6
3637,2959,Fincher,7,6,7
3638,2959,disturbing,8,8,9
3639,2959,double,5,5,5
3639,2959,life,4,5,5
3640,2959,Edward,3,6,6
3640,2959,Norton,5,6,5
3641,2959,fighting,8,6,7
3642,2959,great,5,5,4
3642,2959,acting,6,5,6
3643,2959,helena,6,5,4
3643,2959,bonham,6,5,6
3643,2959,carter,4,6,5
3644,2959,imaginary,7,7,9
3644,2959,friend,6,4,4
3645,2959,imdb,4,5,6
3645,2959,top,4,5,6
3645,2959,250,4,5,6
3646,2959,mental,6,5,4
3646,2959,illness,7,6,6
3647,2959,mind-blowing,11,10,11
3648,2959,mindfuck,6,7,8
3649,2959,narrated,6,8,7
3650,2959,Nudity,5,4,6
3650,2959,(Topless),9,9,8
3651,2959,Palahnuik,7,8,9
3652,2959,philosophical,13,13,12
3653,2959,philosophy,10,9,10
3654,2959,postmodern,8,10,9
3655,2959,powerful,7,8,5
3655,2959,ending,5,5,6
3656,2959,psychological,13,13,11
3657,2959,psychological,13,13,11
3657,2959,thriller,7,8,5
3659,2959,quirky,4,4,6
3660,2959,satirical,7,9,7
3661,2959,schizophrenia,12,12,11
3662,2959,social,6,6,5
3662,2959,commentary,8,8,9
3663,2959,societal,8,8,6
3663,2959,criticism,9,9,9
3664,2959,stylized,8,8,8
3665,2959,surreal,6,6,4
3666,2959,TERRORISM,9,9,9
3668,2959,twist,5,5,6
3671,2959,violent,7,6,6
3672,273,gothic,6,6,6
3673,1357,music,5,4,6
3674,1948,British,7,7,7
3675,3578,Romans,5,5,6
3676,5694,70mm,4,5,6
3677,6107,World,4,5,4
3677,6107,War,2,5,5
3677,6107,II,4,5,6
3678,7382,for,3,4,4
3678,7382,katie,4,5,6
3679,7936,austere,6,6,6
3680,3265,gun,4,3,6
3680,3265,fu,4,3,5
3681,3265,heroic,5,6,4
3681,3265,bloodshed,8,9,9
3682,168248,Heroic,5,6,4
3682,168248,Bloodshed,8,9,9
